StartTime,Label,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Age,Height,Weight,Gender
02.08.2024 16:07,Dip,"2.8325037956237793,3.835096597671509,4.4135613441467285,4.812564373016357,4.182055950164795,6.084349632263184,6.46241569519043,7.374081134796143,9.622138023376465,10.208379745483398,8.49990463256836,9.446864128112793,9.241081237792969,8.653642654418945,8.50708293914795,9.665806770324707,8.868398666381836,9.460023880004883,8.037490844726562,6.330810546875,3.259622573852539,2.0033907890319824,2.8827531337738037,2.348555326461792,2.465205430984497,3.671786308288574,5.294718265533447,3.4085757732391357,6.274579048156738","9.781859397888184,9.496515274047852,8.367700576782227,8.51306438446045,8.5764741897583,6.685546398162842,5.270191669464111,3.3780672550201416,2.973680257797241,-0.6939185857772827,-1.306481122970581,-3.4163525104522705,-3.37687087059021,-4.756333351135254,-4.517050743103027,-2.155933141708374,1.3908281326293945,4.60558557510376,6.10169792175293,7.10010290145874,9.356534957885742,11.385049819946289,10.53200912475586,8.566903114318848,9.500701904296875,8.405387878417969,7.6049885749816895,8.288737297058105,6.296114444732666","-0.6400800347328186,-0.38285163044929504,-0.8015955686569214,-0.34217363595962524,-0.529412031173706,0.08315058797597885,-0.1782652884721756,-0.3403790295124054,1.7802600860595703,1.6007983684539795,2.5710878372192383,2.1541385650634766,2.874976396560669,2.3503501415252686,3.2709884643554688,2.662015199661255,2.8767709732055664,1.6067804098129272,0.04785645380616188,-1.0863415002822876,-1.2442678213119507,-0.7585247755050659,-0.8542376756668091,-2.2570300102233887,-1.334596872329712,-1.439282774925232,-0.9326026439666748,-1.5212370157241821,-1.0612168312072754","0.08689557760953903,0.032528575509786606,0.051770828664302826,0.06276640295982361,0.27809640765190125,0.16661348938941956,-0.06001751124858856,-0.3116939961910248,-0.29397889971733093,-0.6363688707351685,-0.5152648091316223,-0.7086036801338196,-0.5128213763237,-0.5450445413589478,-0.39385536313056946,0.24862214922904968,0.7620543837547302,1.1481212377548218,0.7417431473731995,0.13057245314121246,0.06368270516395569,0.11713340878486633,-0.290313720703125,-0.1215621829032898,0.07880161702632904,0.02275473065674305,0.04612032696604729,-0.04046982154250145,0.07696902006864548","0.01237002108246088,0.18509216606616974,0.09728029370307922,0.3744603991508484,0.30695977807044983,0.26145032048225403,0.33597588539123535,0.7104362845420837,0.6995934247970581,0.3246748745441437,-0.24465152621269226,0.2562579810619354,0.2617557644844055,0.34636059403419495,-0.08827003091573715,0.2590068578720093,0.01710422709584236,-0.4524984359741211,-0.7567093372344971,-0.7444919943809509,-0.5068654417991638,-0.5500841736793518,-0.2499966025352478,-0.0503963828086853,0.07528914511203766,0.16249015927314758,0.05665775015950203,0.2733621895313263,-0.08536841720342636","0.039248090237379074,-0.12034045159816742,0.06475171446800232,0.22098049521446228,0.5386304259300232,0.932485818862915,1.212720274925232,1.4982997179031372,1.7402023077011108,1.6528486013412476,1.0656543970108032,0.9338602423667908,0.6499606370925903,0.42409318685531616,0.30695977807044983,-0.17928895354270935,-1.1020009517669678,-1.8715384006500244,-2.02120041847229,-1.856266736984253,-1.7550158500671387,-1.6688838005065918,-0.5656611919403076,0.07635815441608429,-0.3599523603916168,-0.11194105446338654,-0.019547687843441963,-0.033139441162347794,-0.11667526513338089",27,181,76,male
02.08.2024 16:07,Dip,"3.6598222255706787,4.925027370452881,5.6344990730285645,7.575676441192627,9.68494987487793,10.30469036102295,9.647262573242188,10.564909934997559,8.68774127960205,8.97368335723877,9.495916366577148,8.569893836975098,8.176873207092285,6.984649181365967,5.168497085571289,6.15553617477417,2.475374937057495,2.2809581756591797,1.3710874319076538","7.661818027496338,7.621738433837891,5.353940486907959,7.009175777435303,3.9146578311920166,1.633699655532837,-1.4033905267715454,-4.386044025421143,-5.475376605987549,-5.384449005126953,-2.3605196475982666,1.820937991142273,5.202594757080078,6.80877685546875,8.796015739440918,5.368297576904297,7.022934436798096,11.614761352539062,10.479366302490234","-2.617149829864502,-0.24885354936122894,-1.7407784461975098,-0.1333998590707779,-0.760917603969574,2.0656042098999023,3.1375887393951416,2.1996021270751953,0.8721838593482971,2.89172625541687,2.827120065689087,1.811964988708496,0.39840495586395264,0.054436713457107544,-0.6496513485908508,0.9266205430030823,-2.008176326751709,0.41934216022491455,-1.521835207939148","0.008399397134780884,0.09025534242391586,0.1007927656173706,0.11652254313230515,-0.028099801391363144,-0.08521570265293121,-0.23777928948402405,-0.7843509912490845,-0.6417139172554016,-0.7142542004585266,0.2571742534637451,1.0180069208145142,1.087492823600769,0.5351179838180542,0.23136521875858307,-0.06948592513799667,-0.22189679741859436,-0.18157969415187836,-0.07269296050071716","-0.015118914656341076,0.20555615425109863,0.8822421431541443,0.5132794976234436,0.6637051105499268,0.6003278493881226,1.0766500234603882,0.34834590554237366,0.08597928285598755,0.0959058403968811,0.5581781268119812,0.02474004216492176,-0.5539020895957947,-0.9106473922729492,-0.6747006773948669,-0.8335255980491638,0.032528575509786606,-0.015882495790719986,-0.062460970133543015","-0.029474247246980667,0.06444628536701202,0.38011088967323303,0.9251554012298584,1.633148193359375,2.001958131790161,2.2047653198242188,1.7434093952178955,1.3367258310317993,0.709061861038208,-0.03878994286060333,-1.5019649267196655,-2.216066360473633,-2.1087067127227783,-1.899485468864441,-1.7279850244522095,-1.2041680812835693,-1.0231993198394775,-0.31932979822158813",27,181,76,male
02.08.2024 16:07,Dip,"5.202594757080078,3.589832067489624,1.1892328262329102,0.9134600162506104,2.8552355766296387,3.170490026473999,5.627918720245361,5.632704734802246,6.599404811859131,9.604789733886719,10.465009689331055,10.643275260925293,8.557332038879395,9.970293998718262,9.400203704833984,8.785846710205078,10.936994552612305,8.654241561889648,8.920442581176758,7.812565803527832,5.084748268127441,4.887340068817139,3.7746777534484863,4.718646049499512,2.7349963188171387,5.67756986618042,1.8424733877182007,1.4620146751403809,1.9848463535308838,3.7148571014404297,3.308077335357666,2.7254250049591064,2.1786649227142334,3.806382656097412,3.4917263984680176,4.754538536071777,2.8689942359924316,1.703689694404602,4.203591346740723,4.064209461212158,4.397409915924072,4.031308174133301","7.708477973937988,9.004191398620605,10.591829299926758,10.654043197631836,8.827122688293457,10.367502212524414,7.256234645843506,7.931010723114014,7.412964344024658,4.2556352615356445,1.1700903177261353,-1.0755738019943237,-3.6670007705688477,-3.946960926055908,-4.238885402679443,-3.321237802505493,-0.18364913761615753,2.3910279273986816,4.348955154418945,5.633901119232178,8.169694900512695,8.123034477233887,8.453842163085938,6.451648235321045,8.927022933959961,8.037490844726562,10.202995300292969,10.096514701843262,8.940183639526367,8.837890625,8.590232849121094,9.345169067382812,10.03131103515625,8.726624488830566,9.195018768310547,9.245268821716309,10.533803939819336,9.698110580444336,8.240283012390137,8.070990562438965,8.197212219238281,8.395816802978516","-0.38225340843200684,-0.19740787148475647,-1.3196417093276978,-1.1700903177261353,-1.072582721710205,-0.1052841991186142,-0.32721850275993347,-0.8195417523384094,-1.205384373664856,0.7328019142150879,1.9154545068740845,1.8837496042251587,2.8582265377044678,3.0963125228881836,3.79681134223938,2.96111798286438,2.431705951690674,2.5698914527893066,0.877567708492279,-0.1860419660806656,-0.6592226624488831,-0.3326023519039154,1.0558329820632935,-0.6771687865257263,-0.5617151260375977,0.46061834692955017,-0.8937192559242249,-0.8153542876243591,-1.0043872594833374,-0.267397940158844,-0.4259224236011505,-0.5312066078186035,-0.5048855543136597,-0.6089733839035034,-0.1788634955883026,0.1543370634317398,-0.5126622319221497,-0.4989035129547119,-0.3068794906139374,-0.6789634227752686,-0.47676992416381836,0.03290131315588951","0.07101308554410934,0.005803219974040985,-0.03436116874217987,0.03298672288656235,0.04092797264456749,0.012675453908741474,-0.05192354694008827,0.12507465481758118,0.25213462114334106,0.0913243517279625,-0.2577851414680481,-0.05772676691412926,-0.6982190012931824,-0.6221662759780884,-0.5899431109428406,-0.11316278576850891,0.4300491213798523,0.7727445363998413,0.9569203853607178,0.3352122902870178,0.22113321721553802,0.4080579876899719,0.21991148591041565,-0.03588833287358284,-0.12171489745378494,-0.4118759036064148,-0.30634891986846924,-0.19165897369384766,0.005803219974040985,0.028099801391363144,-0.0403171069920063,-0.03375030308961868,0.033597588539123535,0.03985895588994026,0.0633772686123848,0.11820242553949356,-0.03695734590291977,-0.1270599663257599,0.1085812970995903,0.09957103431224823,-0.002138028386980295,0.014202617108821869","-0.20066922903060913,-0.17211128771305084,0.18219055235385895,-0.06963863968849182,-0.00366519158706069,0.010690141469240189,0.08078692853450775,0.08475755155086517,0.7437284588813782,0.20662516355514526,0.703411340713501,0.7203628420829773,0.14538592100143433,0.4607451260089874,0.260992169380188,0.12568552792072296,0.009162978269159794,0.017562376335263252,0.14324790239334106,-0.4314235746860504,-0.8582656979560852,-0.8400924205780029,-0.5726861953735352,-0.43615779280662537,-0.4509712755680084,-0.4873177409172058,0.24953845143318176,0.06169738993048668,-0.395077109336853,0.5482515692710876,0.06780604273080826,0.342695415019989,0.03680463135242462,0.09086620807647705,-0.04688390716910362,-0.17562375962734222,0.0887281745672226,0.17501288652420044,-0.02825251780450344,0.06979135423898697,0.19776763021945953,-0.0429132841527462","0.0809396430850029,0.01970040425658226,-0.019394971430301666,-0.0685696229338646,0.09025534242391586,0.20662516355514526,0.23945917189121246,0.7057020664215088,1.3362677097320557,1.5395331382751465,2.0650298595428467,1.9585866928100586,1.6128369569778442,1.1884382963180542,0.7837401032447815,0.1635591685771942,-0.8251262307167053,-1.6030631065368652,-1.694692850112915,-1.9338465929031372,-1.6711746454238892,-1.621694564819336,-1.4120149612426758,-1.595274567604065,-1.3889548778533936,-1.4008667469024658,-0.9153815507888794,-0.3972151279449463,-0.3634648323059082,-0.11224649101495743,-0.10552696883678436,0.14385876059532166,0.027947084978222847,0.027183502912521362,0.08429940044879913,0.12247848510742188,0.017867809161543846,0.02474004216492176,-0.0754418596625328,-0.03390302136540413,0.07880161702632904,-0.035582900047302246",27,181,76,male
02.08.2024 16:07,Dip,"5.578267574310303,2.7349963188171387,5.821737289428711,8.380861282348633,10.353145599365234,11.289935111999512,10.01994514465332,9.730413436889648,9.478569030761719,8.681758880615234,9.10827922821045,9.355338096618652,10.228718757629395,9.681360244750977,8.840283393859863,7.474579811096191,6.714858531951904,5.410171985626221,3.8021950721740723,4.11505651473999,2.7828526496887207,3.8500516414642334,2.554936408996582,3.0113673210144043,2.8079774379730225,3.004786968231201,2.9958138465881348,3.951746702194214,3.466601848602295,3.2279176712036133,3.3068809509277344","5.505885124206543,10.419546127319336,5.8235321044921875,6.677769660949707,4.569693088531494,3.40797758102417,1.3956137895584106,-0.8111668825149536,-3.2165517807006836,-3.7633118629455566,-4.5786662101745605,-2.7182464599609375,-0.46061834692955017,2.194218397140503,3.5569307804107666,5.1343994140625,7.338787078857422,8.174480438232422,9.031110763549805,8.112266540527344,8.98086166381836,9.20698356628418,9.595218658447266,9.227920532226562,9.407382011413574,9.147761344909668,9.125627517700195,9.005986213684082,9.078967094421387,9.161520004272461,9.064610481262207","-0.851844847202301,-1.8095721006393433,0.23389841616153717,1.0336993932724,-0.4307080805301666,1.5822539329528809,2.3700907230377197,2.0787646770477295,3.548556089401245,3.7986059188842773,3.6257245540618896,3.4821550846099854,2.7978079319000244,1.9728822708129883,0.8793623447418213,0.5916253924369812,0.5599204897880554,-0.7537391185760498,-1.1461620330810547,0.7986045479774475,-0.5413761138916016,-0.064606212079525,1.4817553758621216,0.7651050686836243,0.5928218364715576,0.43908295035362244,0.9649057388305664,0.3756731450557709,0.6975077986717224,0.7728816866874695,0.6101697683334351","-0.00809396430850029,-0.03481931984424591,0.08429940044879913,0.07666359096765518,0.2741257846355438,0.4040873646736145,0.2733621895313263,-0.11133018881082535,-0.13240504264831543,-0.508698046207428,-0.7670940160751343,-0.45066583156585693,-0.3413209617137909,-0.3029891550540924,0.5112941861152649,0.6453791260719299,0.6192646622657776,0.5462662577629089,0.294895201921463,0.3306308090686798,0.26083946228027344,-0.1088867336511612,-0.1137736514210701,-0.15714508295059204,-0.02733621932566166,-0.29764407873153687,-0.11835514008998871,-0.001832595793530345,-0.08368854224681854,-0.056352317333221436,-0.17577648162841797","0.2021963894367218,0.09957103431224823,0.03084869496524334,0.05345070734620094,0.8477282524108887,0.08307767659425735,0.7787004709243774,1.0386236906051636,0.6470590233802795,1.0118982791900635,0.7344127297401428,0.5476406812667847,0.10445795953273773,0.06261368840932846,-0.36071592569351196,-0.569631814956665,-0.4384485185146332,-0.7673994898796082,-0.23609942197799683,-0.1316414624452591,-0.5728389024734497,-0.45753806829452515,-0.4990769028663635,-0.5287038683891296,-0.3045163154602051,0.07406741380691528,-0.01664607785642147,-0.1420261710882187,0.036193765699863434,0.06169738993048668,-0.12140946835279465","-0.05253441259264946,-0.036651913076639175,0.12446379661560059,0.17608191072940826,1.2762502431869507,1.1876747608184814,1.8735237121582031,1.9639317989349365,2.057394027709961,1.786475419998169,1.5555683374404907,1.22279953956604,0.8607091307640076,0.16752979159355164,-1.3277156352996826,-1.5888605117797852,-1.4504995346069336,-1.4309518337249756,-1.5749633312225342,-1.4552336931228638,-1.321912407875061,-1.1940888166427612,-1.0477865934371948,-0.8381071090698242,-0.7652614116668701,-0.16829337179660797,-0.09834930300712585,0.0019853119738399982,0.07437284290790558,0.23121249675750732,-0.01924225501716137",27,181,76,male
09.07.2024 13:24,Dip,"0.5832505226135254,0.10468599200248718,0.8620143532752991,0.22013968229293823,3.4480574131011963,3.0478577613830566,6.299105644226074,11.310274124145508,9.839286804199219,8.931808471679688,12.110074996948242,10.852048873901367,9.08853816986084,4.916652202606201,1.7647067308425903,0.8703892230987549","10.025328636169434,9.589835166931152,9.705886840820312,9.704689979553223,7.459624767303467,7.274778842926025,5.438287734985352,2.833101987838745,-3.747758388519287,-7.762914657592773,-6.561717987060547,1.3657035827636719,3.462414264678955,7.99800968170166,7.404589653015137,8.757730484008789","-0.34636107087135315,-0.1657029688358307,-0.09930214285850525,0.5497509837150574,0.4253242313861847,-0.6634100675582886,0.11904292553663254,-0.3128615617752075,1.34476637840271,1.8442680835723877,-0.5359922647476196,3.060420274734497,-1.6432709693908691,-2.1948165893554688,0.2350948303937912,-0.059820566326379776","-0.1085812970995903,0.006872233934700489,-0.05711590126156807,0.07712173461914062,0.15317445993423462,0.4337143301963806,0.39385536313056946,-0.07024950534105301,-0.8407033085823059,-0.8817839622497559,0.1716531366109848,1.094365119934082,0.7530441284179688,-1.084591269493103,-0.9321803450584412,-0.688903272151947","-0.12202033400535583,0.059406645596027374,0.06200282275676727,0.5112941861152649,0.6241515874862671,-0.0019853119738399982,0.08384125679731369,0.3228422701358795,0.9599747061729431,0.9436340928077698,-0.1339322030544281,-0.5357288122177124,-0.9993755221366882,-0.9039278626441956,-1.3724614381790161,-0.20662516355514526","-0.040622539818286896,-0.0024434609804302454,-0.014508049935102463,0.21441370248794556,1.695609211921692,2.3432791233062744,3.0830368995666504,3.246748685836792,3.0914363861083984,1.6555975675582886,-0.018020525574684143,-2.6787967681884766,-3.522554397583008,-2.953533411026001,-2.5103507041931152,-2.3541219234466553",27,196,83,male
09.07.2024 13:24,Dip,"0.023330021649599075,0.9014959335327148,3.019742250442505,3.6400814056396484,7.407580852508545,13.51167106628418,11.225329399108887,9.597013473510742,11.364112854003906,9.281759262084961,8.079963684082031,4.871188640594482,4.327419757843018,2.148754835128784","9.829715728759766,9.623932838439941,7.795815944671631,4.9399824142456055,5.029115200042725,2.9306094646453857,-5.012365341186523,-8.550751686096191,-5.2839508056640625,1.1479566097259521,5.002793788909912,5.746363639831543,5.877968788146973,8.132007598876953","0.9834501147270203,0.7824530005455017,0.5509474277496338,-0.7411768436431885,-0.8566305041313171,0.09690931439399719,0.7417750358581543,3.036491870880127,0.6538388133049011,0.4612165689468384,-1.6019947528839111,-1.7647067308425903,-0.5647061467170715,0.10648060590028763","-0.19822576642036438,-0.31932979822158813,-0.1797471046447754,0.04749477282166481,0.39538252353668213,0.8544477820396423,0.7260133624076843,0.5306891798973083,-0.917061448097229,0.10735956579446793,0.6198754906654358,0.1615738570690155,-0.7044803500175476,-0.716697633266449","0.5975789427757263,-0.07742717117071152,-0.08384125679731369,-0.014355333521962166,0.48655417561531067,0.5655084848403931,0.4008803069591522,0.5149593949317932,1.229824423789978,-0.010995574295520782,-1.1184942722320557,-0.9402743577957153,-0.9508117437362671,-0.10033461451530457","-2.758209228515625,-1.0881037712097168,-0.07422012835741043,0.42867469787597656,1.017701506614685,2.3634376525878906,3.363424062728882,3.858530282974243,3.4991888999938965,0.22113321721553802,-2.8736627101898193,-3.4961345195770264,-2.504394769668579,-2.36206316947937",27,196,83,male
09.07.2024 13:24,Dip,"3.64127779006958,5.850451469421387,4.603790760040283,4.058227062225342,10.28614616394043,10.207182884216309,10.329814910888672,11.137990951538086,10.059426307678223,7.686344623565674,5.069792747497559,4.599603176116943,2.5286152362823486","9.505488395690918,5.9306111335754395,6.502495765686035,4.244269371032715,3.3535408973693848,-3.0412776470184326,-9.019744873046875,-5.120640277862549,1.373480200767517,5.588437080383301,5.942574977874756,6.226722717285156,9.134600639343262","-0.6221339106559753,0.17288143932819366,-1.2939188480377197,-0.2763710021972656,-1.191625714302063,1.3435698747634888,3.0867412090301514,0.753140926361084,0.24227328598499298,-1.1264212131500244,-0.5126622319221497,-0.9762716293334961,-0.7902296781539917","-0.5641340613365173,-0.2744311988353729,-0.32421672344207764,0.12003502249717712,0.7716755270957947,0.8568912148475647,0.4056145250797272,0.23350323736667633,-1.0888673067092896,-0.23518311977386475,0.3663664162158966,0.6983717083930969,-0.015577063895761967","-0.30543261766433716,-0.3433062732219696,-0.1635591685771942,0.6133087277412415,1.1012372970581055,0.808174729347229,0.4729624092578888,0.6149885654449463,1.9281961917877197,0.2174680233001709,-0.6867652535438538,-1.0797042846679688,-1.147204875946045","-1.910786509513855,-0.152105450630188,0.07941248267889023,0.25366178154945374,1.1943942308425903,1.9920315742492676,3.054020881652832,3.7444512844085693,3.124117612838745,1.2921327352523804,-1.736537218093872,-3.5491271018981934,-3.4826955795288086",27,196,83,male
09.07.2024 13:24,Dip,"2.4293131828308105,3.7603209018707275,3.2919256687164307,9.022137641906738,12.40439224243164,9.262616157531738,11.93061351776123,9.20997428894043,9.001798629760742,5.187041282653809,3.3553354740142822,3.6083765029907227","9.162715911865234,5.816951751708984,6.251847267150879,4.107280254364014,-2.7900311946868896,-8.812167167663574,-6.699305057525635,-0.7459624409675598,3.503690481185913,6.084349632263184,6.063412666320801,8.5764741897583","-0.20578274130821228,-0.4295116662979126,-1.2765709161758423,-1.7958134412765503,-1.0773683786392212,0.8171489238739014,0.6382854580879211,0.12801600992679596,-1.7509479522705078,-1.342971682548523,-1.1180464029312134,-0.4749752879142761","-0.3517056703567505,-0.4859432876110077,-0.5455026626586914,-0.5400048494338989,-0.22128593921661377,0.03878994286060333,0.6017022728919983,0.8135197758674622,0.5193881988525391,-0.9352346658706665,-0.23625212907791138,0.6540839672088623","-1.1227703094482422,-0.9706648588180542,-0.7606799602508545,-0.33292156457901,-0.24266621470451355,0.055283304303884506,0.9027060866355896,1.1733194589614868,0.759916365146637,1.5036448240280151,0.30802878737449646,-0.8591819405555725","-3.0389018058776855,-2.7209465503692627,-2.2041544914245605,-1.0545061826705933,-0.07941248267889023,0.19898934662342072,1.3953689336776733,2.6358835697174072,3.5550830364227295,4.069736957550049,1.540602207183838,-2.17742919921875",27,196,83,male
09.07.2024 13:24,Dip,"2.2683959007263184,2.42093825340271,2.950948476791382,6.270989894866943,11.748759269714355,11.669198036193848,10.432108879089355,11.08774185180664,9.249456405639648,7.932207107543945,5.477769374847412,2.99222469329834,3.5024940967559814","10.048060417175293,8.791828155517578,4.968696117401123,5.274379253387451,3.049652576446533,-3.2303106784820557,-10.14317512512207,-5.388038158416748,1.490728497505188,4.454837322235107,6.604190349578857,6.945167541503906,8.574081420898438","0.5234299302101135,0.3290131092071533,0.5066801905632019,-1.3573286533355713,-1.2478569746017456,1.225723385810852,1.3872389793395996,-0.5300102233886719,-0.1052841991186142,-1.3459627628326416,-1.5212370157241821,-0.32602208852767944,-0.3756731450557709","0.25366178154945374,-0.6814202070236206,-0.912021815776825,-0.6475171446800232,-0.4063780903816223,-0.23976461589336395,-0.1463022232055664,-0.016493361443281174,0.6461427211761475,0.9375254511833191,0.4954117238521576,0.14676037430763245,-0.8718574047088623","-0.7654141783714294,-1.1232284307479858,-0.16035212576389313,-0.29733866453170776,0.3396410644054413,0.2974913716316223,0.43508878350257874,0.24113905429840088,0.7360926270484924,0.49006664752960205,0.637132465839386,1.6084082126617432,0.4460843503475189","-3.402672052383423,-2.755460500717163,-2.4894285202026367,-2.0450241565704346,-0.5838344693183899,-0.18448130786418915,-0.18509216606616974,-0.00366519158706069,1.077413558959961,2.5587618350982666,3.4602460861206055,3.849672794342041,2.5867087841033936",27,196,83,male
09.07.2024 13:24,Dip,"2.5022943019866943,2.912065267562866,2.1003000736236572,5.6554365158081055,9.157930374145508,10.366904258728027,10.550553321838379,10.019346237182617,9.811769485473633,8.409575462341309,6.613163471221924,3.594019651412964,2.7696921825408936,1.975873351097107","9.229117393493652,8.825926780700684,5.825924873352051,6.013163089752197,2.7930221557617188,-3.363710403442383,-8.297112464904785,-6.50907564163208,-1.2610175609588623,4.378267288208008,5.825924873352051,7.230511665344238,8.800801277160645,9.001200675964355","0.0933200865983963,0.16091732680797577,0.9122636318206787,-1.2687941789627075,-1.0839486122131348,-1.3112667798995972,1.7641085386276245,0.5814558863639832,-0.7591229677200317,-1.5936198234558105,-2.1260228157043457,-1.4901303052902222,-0.3320041298866272,0.19202402234077454","0.20952677726745605,0.4579962193965912,-0.5881105065345764,-0.9001099467277527,-0.5091561675071716,-0.47051894664764404,-0.14874568581581116,-0.07987063378095627,-0.061391957104206085,0.05100724846124649,0.2513710558414459,0.8582656979560852,0.6075055003166199,0.3000875413417816","-0.6482807397842407,-0.7174612283706665,-0.8405506014823914,-0.6988298296928406,0.078343465924263,-0.012217304669320583,0.527634859085083,0.34987306594848633,0.26343563199043274,0.20555615425109863,0.16752979159355164,0.5821545720100403,0.35934147238731384,0.780380368232727","-1.6190983057022095,-3.3425018787384033,-2.828458786010742,-2.2826507091522217,-1.9634735584259033,-1.2337950468063354,-0.10690141469240189,-0.17409659922122955,-0.19608774781227112,0.10903944820165634,0.4986187517642975,2.110081195831299,3.1583261489868164,3.914119005203247",27,196,83,male
09.07.2024 13:24,Dip,"1.828116536140442,2.465803623199463,2.4819552898406982,5.927021503448486,10.811370849609375,11.258829116821289,10.806585311889648,10.438689231872559,9.625727653503418,6.949355125427246,5.006382942199707,2.328814744949341","9.22253704071045,9.10229778289795,6.839285373687744,4.875974178314209,3.4947173595428467,-5.003392219543457,-7.910073280334473,-3.250051259994507,0.97926265001297,6.750152587890625,6.970890522003174,7.874181270599365","-0.048454657196998596,-0.18843477964401245,-0.22372891008853912,-1.2299108505249023,-1.9579271078109741,1.4464613199234009,3.125624656677246,-0.5659025311470032,-0.6197410821914673,-2.1332013607025146,-1.672582983970642,0.12741780281066895","-0.47937649488449097,0.03848451003432274,0.0024434609804302454,-0.1368338167667389,-1.083369493484497,-0.8245153427124023,-0.3784310221672058,-0.34025195240974426,-0.2765692472457886,-0.18051068484783173,-0.1488984078168869,0.06352998316287994","0.9466884136199951,-0.2428189367055893,-1.29381263256073,-0.8503243923187256,-0.9298896193504333,-0.3049744665622711,0.6927211880683899,0.7278459668159485,0.31902438402175903,-0.013286318629980087,0.2557998299598694,0.3793473243713379","3.262936592102051,-0.3312416672706604,-3.0949487686157227,-3.218496322631836,-2.3269383907318115,-2.0502164363861084,-1.5928311347961426,-0.9369145631790161,-0.5338962078094482,-0.08949175477027893,-0.019089538604021072,0.10476338863372803",27,196,83,male
09.07.2024 13:24,Dip,"2.059622049331665,1.597209095954895,3.1722846031188965,3.497110366821289,3.5844483375549316,6.737590312957764,13.217952728271484,10.739585876464844,11.212766647338867,10.563115119934082,9.430113792419434,6.3254265785217285,5.233701229095459,3.4989049434661865,1.2299108505249023,0.2805584669113159","9.278169631958008,9.568299293518066,7.984848976135254,6.713662147521973,6.477969169616699,4.211368083953857,-0.7980063557624817,-6.825526714324951,-7.537989616394043,-2.5710878372192383,2.235494613647461,6.299703598022461,7.168896675109863,7.256234645843506,10.145567893981934,9.615557670593262","0.22432711720466614,0.5138586759567261,0.38763725757598877,0.21954147517681122,0.12801600992679596,-0.7082754969596863,-0.01615155301988125,1.404586911201477,2.2025933265686035,-0.3565305769443512,-1.1754741668701172,-0.7549355626106262,-1.3657035827636719,0.20578274130821228,0.4205385744571686,1.0115658044815063","0.5842925906181335,0.6647741198539734,0.6009386777877808,0.08796459436416626,-0.7205155491828918,0.1362229436635971,0.3868304193019867,0.45005497336387634,-0.27870726585388184,-0.7118107080459595,-0.7681630253791809,-0.6197227835655212,-0.4011857509613037,-0.33399057388305664,-0.18646661937236786,0.03756821155548096","0.3825543522834778,0.3462078869342804,0.31291571259498596,1.5951218605041504,1.189354658126831,0.015882495790719986,-0.6012440919876099,-0.9993755221366882,-0.532369077205658,-0.7367035150527954,-0.6359107494354248,-0.021991148591041565,0.2255619913339615,-0.2399173229932785,-0.13805554807186127,0.4343251883983612","1.196379542350769,2.425898551940918,3.2841641902923584,3.8628063201904297,2.9801061153411865,0.5998696684837341,-2.3941335678100586,-3.023630142211914,-2.8076894283294678,-2.481945514678955,-2.188730239868164,-2.1540634632110596,-1.3423763513565063,-0.30085113644599915,-0.21013765037059784,0.04795292019844055",27,196,83,male
09.07.2024 13:25,Dip,"0.21774685382843018,1.0205388069152832,-0.5952146053314209,1.0510473251342773,2.7559335231781006,1.984248161315918,6.503692150115967,9.480961799621582,11.284551620483398,10.196415901184082,11.516654968261719,10.795817375183105,7.493722438812256,6.031707763671875,4.662415027618408,1.3836497068405151","9.760323524475098,9.503693580627441,9.950552940368652,9.645467758178711,7.714460372924805,6.822535514831543,5.2767720222473145,3.6705899238586426,-3.5910286903381348,-7.543971538543701,-4.120440483093262,-2.0853450298309326,4.756931304931641,6.818347930908203,6.180660724639893,9.145966529846191","0.38763725757598877,0.39541393518447876,0.19202402234077454,0.6885347366333008,0.8769695162773132,-0.1501496136188507,-0.7405785918235779,-1.3968101739883423,0.4492524564266205,2.5489542484283447,1.5427724123001099,-1.2035897970199585,-1.0947163105010986,-1.6187444925308228,0.8865407705307007,-0.7471588850021362","-0.0809396430850029,-0.10064005106687546,0.05146539583802223,0.1270599663257599,0.09208793938159943,0.18051068484783173,0.484416127204895,0.6426302194595337,-0.5435173511505127,-0.26969701051712036,0.28206703066825867,0.14095716178417206,0.1569923609495163,-0.11041389405727386,-0.8089383244514465,-0.7699956297874451","0.10354165732860565,0.537408709526062,0.6241515874862671,0.05009094998240471,0.06688974797725677,0.07483099400997162,0.07406741380691528,0.82207190990448,0.9976956844329834,0.5432119369506836,-0.25305092334747314,-0.9579893946647644,-0.8733845949172974,-0.7762570381164551,-0.8397870063781738,-0.3640756905078888","-0.03878994286060333,0.25534167885780334,0.06582073122262955,0.05711590126156807,0.4285219609737396,2.448500633239746,2.665510416030884,3.2206342220306396,3.339294910430908,2.135584831237793,-0.13790282607078552,-2.531730890274048,-3.3267722129821777,-3.2757649421691895,-2.7543914318084717,-2.4529294967651367",27,196,83,male
